,user_id,ts,ab,landing_page,converted
1347,9493870840,1356999050.0,control,old_page,0
1348,688131815,1356999050.0,control,old_page,0
1349,106852464,1356999050.0,control,old_page,1
1350,5129331108,1356999051.0,control,old_page,1
1354,9160866961,1356999053.0,control,old_page,0
1353,1768809457,1356999053.0,control,old_page,0
1352,6466502415,1356999053.0,control,old_page,0
1351,8842543254,1356999053.0,control,old_page,0
1355,8180727323,1356999055.0,control,old_page,0
1356,1218196552,1356999055.0,control,old_page,0
1357,8875982603,1356999056.0,control,old_page,0
1358,5969686131,1356999057.0,treatment,new_page,1
1359,4391767983,1356999058.0,treatment,new_page,0
1360,9856867422,1356999058.0,control,old_page,0
1361,7587197849,1356999059.0,treatment,new_page,0
1362,8765306026,1356999059.0,control,old_page,0
1364,1192622033,1356999060.0,control,old_page,0
1363,3860667520,1356999060.0,treatment,new_page,0
1365,3470208200,1356999061.0,control,old_page,0
1366,9810447947,1356999061.0,control,old_page,0
1367,3221771694,1356999062.0,treatment,new_page,0
1368,5748020534,1356999062.0,treatment,new_page,0
1369,4414511479,1356999062.0,control,old_page,0
1370,9037446664,1356999062.0,control,old_page,0
1371,69451779,1356999063.0,control,old_page,0
1372,754446643,1356999064.0,treatment,new_page,0
1373,6821254604,1356999064.0,treatment,new_page,0
1374,226926659,1356999064.0,control,old_page,0
1377,4605699095,1356999065.0,control,old_page,0
1376,6521469622,1356999065.0,control,old_page,0
1375,673871499,1356999065.0,treatment,new_page,0
1378,9280162293,1356999067.0,treatment,new_page,0
1379,3788648446,1356999067.0,control,old_page,0
1380,5050416042,1356999067.0,control,old_page,0
1381,5695776071,1356999068.0,control,old_page,0
1382,5351150008,1356999068.0,control,old_page,1
1386,8402296458,1356999069.0,control,old_page,0
1383,3738610663,1356999069.0,treatment,new_page,0
1384,3476983772,1356999069.0,treatment,new_page,0
1385,1534054501,1356999069.0,control,old_page,0
1387,3120407402,1356999071.0,treatment,new_page,0
1388,1356969278,1356999071.0,treatment,new_page,0
1389,3514397019,1356999071.0,treatment,new_page,0
1390,9781530588,1356999071.0,treatment,new_page,0
1391,9425841889,1356999071.0,treatment,new_page,0
1394,5350962125,1356999072.0,treatment,new_page,1
1395,1507683566,1356999072.0,control,old_page,1
1392,7792355325,1356999072.0,treatment,new_page,0
1393,5280281187,1356999072.0,treatment,new_page,0
1396,2329064857,1356999072.0,control,old_page,0
1398,6016563920,1356999073.0,control,old_page,0
1397,9755717539,1356999073.0,treatment,new_page,0
1399,507405729,1356999076.0,control,old_page,0
1400,9769120868,1356999077.0,treatment,new_page,0
1401,868042919,1356999078.0,control,old_page,0
1402,947939199,1356999078.0,control,old_page,0
1403,9769120868,1356999078.0,treatment,old_page,0
1404,2279357743,1356999079.0,control,old_page,0
1405,6802716381,1356999080.0,treatment,new_page,0
1406,7068538941,1356999080.0,control,old_page,0
1407,3698562449,1356999081.0,treatment,new_page,1
1408,9857873763,1356999081.0,treatment,new_page,0
1409,1425044243,1356999082.0,control,old_page,1
1410,8364656961,1356999082.0,control,old_page,0
1411,7098828654,1356999084.0,treatment,new_page,0
1413,1295624950,1356999085.0,treatment,new_page,0
1412,1068161372,1356999085.0,treatment,new_page,0
1414,1413474071,1356999087.0,treatment,new_page,0
1415,1423621175,1356999087.0,control,old_page,0
1416,6508146902,1356999088.0,treatment,new_page,0
1417,7753912620,1356999088.0,treatment,new_page,0
1418,7599349946,1356999088.0,control,old_page,0
1419,1646818339,1356999088.0,treatment,new_page,0
1420,6705318128,1356999089.0,treatment,new_page,0
1421,8032386124,1356999089.0,control,old_page,0
1422,3917777853,1356999089.0,control,old_page,0
1423,1646818339,1356999089.0,treatment,old_page,0
1424,8991140774,1356999090.0,treatment,new_page,0
1425,8644862336,1356999091.0,treatment,new_page,0
1426,8500930059,1356999091.0,control,old_page,0
1427,7646177951,1356999091.0,control,old_page,0
1428,8579178350,1356999092.0,treatment,new_page,0
1429,7202398127,1356999092.0,treatment,new_page,0
1430,3733836985,1356999092.0,treatment,new_page,0
1431,8974332509,1356999092.0,treatment,new_page,0
1435,861547061,1356999093.0,control,old_page,0
1434,5159862465,1356999093.0,control,old_page,0
1436,8880994765,1356999093.0,control,old_page,0
1432,1876422353,1356999093.0,treatment,new_page,0
1433,6850949549,1356999093.0,treatment,new_page,1
1437,8845022863,1356999094.0,treatment,new_page,0
1438,3628640815,1356999095.0,control,old_page,0
1439,7831305410,1356999097.0,treatment,new_page,0
1440,4848229920,1356999097.0,treatment,new_page,0
1441,5801078449,1356999097.0,control,old_page,1
1442,7587842490,1356999098.0,control,old_page,0
1443,3013458569,1356999099.0,control,old_page,0
1444,6601173659,1356999099.0,control,old_page,0
1445,1801465799,1356999100.0,treatment,new_page,0
1449,3417437947,1356999101.0,control,old_page,0
1448,5740487878,1356999101.0,control,old_page,0
1446,5159566633,1356999101.0,treatment,new_page,0
1447,5727014791,1356999101.0,treatment,new_page,1
1450,8801525116,1356999102.0,treatment,new_page,0
1451,6402182386,1356999102.0,control,old_page,0
1452,3179689457,1356999102.0,control,old_page,0
1453,2197464791,1356999102.0,control,old_page,0
1454,3831091044,1356999102.0,control,old_page,1
1455,58605762,1356999102.0,control,old_page,0
1456,4402937859,1356999103.0,treatment,new_page,0
1458,3214772828,1356999104.0,treatment,new_page,0
1457,7234259907,1356999104.0,treatment,new_page,0
1459,9825898062,1356999105.0,treatment,new_page,0
1460,9741412522,1356999105.0,control,old_page,0
1461,1219987087,1356999106.0,treatment,new_page,0
1462,3111400458,1356999106.0,treatment,new_page,0
1463,4119918696,1356999106.0,control,old_page,0
1467,738104049,1356999107.0,control,old_page,0
1464,7092250322,1356999107.0,treatment,new_page,0
1465,5127743965,1356999107.0,treatment,new_page,0
1466,5817421766,1356999107.0,control,old_page,0
1470,4770602547,1356999108.0,control,old_page,0
1469,14761535,1356999108.0,treatment,new_page,1
1468,9454442041,1356999108.0,treatment,new_page,0
1471,6250142411,1356999109.0,control,old_page,0
1472,4106247879,1356999109.0,control,old_page,0
1473,7143285077,1356999110.0,treatment,new_page,0
1474,7471952452,1356999110.0,treatment,new_page,0
1475,5969574354,1356999110.0,control,old_page,0
1476,2661290099,1356999110.0,control,old_page,0
1477,9649234875,1356999111.0,control,old_page,0
1478,7033935483,1356999111.0,control,old_page,0
1479,6029029342,1356999112.0,control,old_page,0
1480,6957012224,1356999113.0,treatment,new_page,0
1481,7372877833,1356999114.0,control,old_page,0
1482,7418138208,1356999114.0,control,old_page,1
1483,9431637246,1356999115.0,treatment,new_page,0
1484,4382271371,1356999115.0,treatment,new_page,0
1485,5441585507,1356999115.0,control,old_page,0
1486,1523805265,1356999115.0,control,old_page,0
1487,1808486476,1356999115.0,control,old_page,0
1488,1574064014,1356999116.0,treatment,new_page,0
1489,3457369457,1356999116.0,treatment,new_page,0
1490,1227442783,1356999116.0,treatment,new_page,0
1491,2719062415,1356999117.0,control,old_page,0
1493,5529464532,1356999118.0,control,old_page,0
1492,7286081926,1356999118.0,treatment,new_page,0
1494,7774710720,1356999119.0,treatment,new_page,0
1495,2660377077,1356999120.0,treatment,new_page,0
1496,8133405840,1356999120.0,treatment,new_page,0
1497,5855241332,1356999120.0,control,old_page,0
1498,1727913567,1356999122.0,control,old_page,0
1499,4486554174,1356999122.0,treatment,new_page,0
1500,9680813716,1356999123.0,control,old_page,0
1501,4486554174,1356999123.0,treatment,old_page,1
1502,1609936997,1356999124.0,treatment,new_page,0
1503,1964271781,1356999124.0,treatment,new_page,0
1504,2305502605,1356999125.0,treatment,new_page,0
1505,2796328373,1356999126.0,treatment,new_page,0
1506,8686219796,1356999126.0,control,old_page,0
1507,3970952146,1356999127.0,treatment,new_page,0
1508,1086738983,1356999127.0,treatment,new_page,1
1509,3119996681,1356999127.0,control,old_page,0
1510,4203781423,1356999128.0,treatment,new_page,1
1511,1145821903,1356999128.0,control,old_page,0
1512,479429616,1356999129.0,treatment,new_page,0
1513,2096865121,1356999129.0,control,old_page,0
1514,6349633872,1356999130.0,treatment,new_page,0
1516,6429230168,1356999131.0,treatment,new_page,0
1515,4552168970,1356999131.0,treatment,new_page,0
1517,3724442064,1356999132.0,treatment,new_page,0
1518,4101421058,1356999132.0,treatment,new_page,0
1519,5413130438,1356999132.0,treatment,new_page,0
1520,8475106051,1356999132.0,treatment,new_page,0
1521,3205612351,1356999132.0,control,old_page,0
1522,638330204,1356999133.0,treatment,new_page,0
1523,5833097212,1356999133.0,control,old_page,0
1524,8614555041,1356999134.0,control,old_page,0
1527,667353084,1356999135.0,treatment,new_page,0
1529,1790810761,1356999135.0,control,old_page,1
1528,241568785,1356999135.0,control,old_page,0
1525,4788148799,1356999135.0,treatment,new_page,0
1526,4289121618,1356999135.0,treatment,new_page,0
1530,7798311892,1356999137.0,treatment,new_page,0
1531,3900913603,1356999137.0,treatment,new_page,0
1532,3525249888,1356999137.0,treatment,new_page,0
1533,2281207945,1356999138.0,control,old_page,1
1534,4703458720,1356999139.0,control,old_page,0
1535,1992529850,1356999139.0,control,old_page,0
1537,5509276218,1356999140.0,control,old_page,1
1536,1004073538,1356999140.0,treatment,new_page,0
1538,6120076354,1356999141.0,control,old_page,0
1540,4628816184,1356999142.0,treatment,new_page,0
1539,8330277507,1356999142.0,treatment,new_page,0
1541,980558139,1356999143.0,treatment,new_page,1
1542,3591734937,1356999143.0,treatment,new_page,0
1543,613587562,1356999143.0,treatment,new_page,0
1544,4535198116,1356999143.0,control,old_page,0
1545,4947972461,1356999144.0,control,old_page,0
1546,4731970704,1356999145.0,treatment,new_page,0
1547,3887262505,1356999145.0,treatment,new_page,1
1548,6404545039,1356999146.0,control,old_page,0
1549,2267763743,1356999146.0,control,old_page,0
1552,3626954628,1356999147.0,treatment,new_page,0
1551,793744889,1356999147.0,treatment,new_page,1
1550,9158333945,1356999147.0,treatment,new_page,1
1553,9850983068,1356999148.0,treatment,new_page,0
1554,505529498,1356999149.0,control,old_page,0
1555,3781521919,1356999150.0,treatment,new_page,0
1556,8720262360,1356999150.0,control,old_page,0
1557,1988652425,1356999150.0,control,old_page,0
1558,3169369164,1356999152.0,treatment,new_page,1
1559,481202994,1356999152.0,control,old_page,0
1560,6425836659,1356999152.0,control,old_page,0
1564,8692009223,1356999154.0,treatment,new_page,0
1563,8816763551,1356999154.0,control,old_page,0
1562,7088887340,1356999154.0,treatment,new_page,0
1561,7993852890,1356999154.0,treatment,new_page,0
1565,37976149,1356999155.0,control,old_page,0
1566,8692009223,1356999155.0,treatment,old_page,0
1567,8991397293,1356999156.0,treatment,new_page,0
1568,2208246058,1356999156.0,treatment,new_page,0
1569,5868445269,1356999156.0,treatment,new_page,1
1570,3191669660,1356999156.0,treatment,new_page,0
1571,6390805589,1356999156.0,treatment,new_page,1
1572,5966976315,1356999157.0,control,old_page,0
1573,515768288,1356999157.0,control,old_page,0
1574,5219006634,1356999158.0,control,old_page,0
1575,375754270,1356999159.0,treatment,new_page,0
1576,2553324013,1356999159.0,treatment,new_page,1
1577,7617903934,1356999160.0,treatment,new_page,0
1578,1434676580,1356999160.0,treatment,new_page,0
1579,6074021861,1356999161.0,treatment,new_page,0
1580,641825595,1356999161.0,control,old_page,0
1581,2456621546,1356999162.0,treatment,new_page,0
1582,5628079791,1356999163.0,treatment,new_page,0
1583,2252926417,1356999163.0,control,old_page,1
1584,3269994741,1356999163.0,control,old_page,0
1585,7919270748,1356999165.0,treatment,new_page,0
1588,3736267686,1356999166.0,control,old_page,0
1586,8981339992,1356999166.0,control,old_page,0
1587,136998789,1356999166.0,control,old_page,0
1589,8005195239,1356999167.0,treatment,new_page,0
1590,2792502767,1356999167.0,control,old_page,0
1591,6112176904,1356999167.0,control,old_page,0
1592,5657357546,1356999169.0,control,old_page,0
1593,483308879,1356999169.0,control,old_page,0
1594,4037030253,1356999169.0,control,old_page,0
1597,2747784697,1356999170.0,control,old_page,1
1598,2325689259,1356999170.0,control,old_page,0
1595,1417676478,1356999170.0,treatment,new_page,0
1596,1511073085,1356999170.0,control,old_page,0
1599,8529999042,1356999172.0,treatment,new_page,0
1600,382873807,1356999172.0,control,old_page,0
1601,9407815593,1356999172.0,control,old_page,0
1602,6812359069,1356999173.0,treatment,new_page,0
1603,8599131356,1356999173.0,treatment,new_page,1
1604,4964626532,1356999173.0,control,old_page,0
1608,87419096,1356999174.0,control,old_page,0
1605,5301506687,1356999174.0,treatment,new_page,0
1606,1523201058,1356999174.0,treatment,new_page,0
1607,7621120438,1356999174.0,treatment,new_page,0
1611,8141310858,1356999175.0,control,old_page,0
1610,3246496473,1356999175.0,control,old_page,0
1609,7321906313,1356999175.0,treatment,new_page,0
1612,6517801124,1356999176.0,control,old_page,0
1613,7237250661,1356999177.0,control,old_page,0
1614,1102278614,1356999178.0,treatment,new_page,0
1615,1657316666,1356999179.0,treatment,new_page,0
1616,1466731010,1356999179.0,treatment,new_page,0
1617,2246729829,1356999179.0,treatment,new_page,0
1618,7990556473,1356999179.0,treatment,new_page,0
1619,7990556473,1356999180.0,treatment,old_page,0
1620,2647923985,1356999181.0,treatment,new_page,0
1622,2019534081,1356999182.0,treatment,new_page,0
1621,9094228940,1356999182.0,treatment,new_page,0
1623,4297523473,1356999183.0,treatment,new_page,0
1624,533351027,1356999183.0,treatment,new_page,0
1625,4710042870,1356999183.0,control,old_page,0
1626,2351585596,1356999184.0,treatment,new_page,0
1627,9468979717,1356999186.0,control,old_page,0
1628,2170261578,1356999186.0,control,old_page,0
1629,8546935059,1356999186.0,control,old_page,0
1632,91244408,1356999187.0,control,old_page,0
1631,79062809,1356999187.0,treatment,new_page,0
1630,6138032302,1356999187.0,treatment,new_page,0
1634,9982659454,1356999188.0,treatment,new_page,0
1633,1489712086,1356999188.0,treatment,new_page,0
1635,4476356208,1356999189.0,treatment,new_page,0
1636,7513949254,1356999189.0,treatment,new_page,0
1637,5472537372,1356999190.0,control,old_page,0
1638,5322287024,1356999190.0,control,old_page,0
1639,4138323891,1356999191.0,treatment,new_page,0
1640,649202578,1356999191.0,treatment,new_page,0
1641,2062153171,1356999191.0,control,old_page,0
1642,5037204023,1356999192.0,treatment,new_page,0
1646,7775145480,1356999193.0,control,old_page,0
1645,9089926656,1356999193.0,treatment,new_page,0
1644,4521192319,1356999193.0,treatment,new_page,0
1643,9751228821,1356999193.0,treatment,new_page,0
1647,5407149673,1356999194.0,treatment,new_page,1
1648,5545917742,1356999194.0,treatment,new_page,1
1649,5883089984,1356999195.0,treatment,new_page,0
1650,6550305395,1356999195.0,treatment,new_page,0
1651,4970059879,1356999196.0,treatment,new_page,0
1652,2246023414,1356999196.0,treatment,new_page,0
1653,7803260689,1356999196.0,control,old_page,0
1655,4899627741,1356999197.0,control,old_page,0
1654,591139614,1356999197.0,treatment,new_page,0
1656,2454940919,1356999198.0,treatment,new_page,0
1657,7495681378,1356999198.0,treatment,new_page,0
1658,5837500424,1356999198.0,control,old_page,0
1659,7492461544,1356999199.0,control,old_page,0
1660,6457520267,1356999199.0,control,old_page,0
1661,5657091327,1356999200.0,control,old_page,0
1662,8548843665,1356999200.0,control,old_page,0
1665,6449299231,1356999201.0,control,old_page,0
1664,9278480089,1356999201.0,control,old_page,0
1663,1473518861,1356999201.0,treatment,new_page,0
1666,2566476909,1356999202.0,control,old_page,0
1667,670700655,1356999202.0,control,old_page,0
1668,6389193225,1356999202.0,control,old_page,0
1669,6758788014,1356999203.0,treatment,new_page,0
1670,5578532261,1356999203.0,control,old_page,0
1671,1935445145,1356999204.0,control,old_page,0
1676,6827089740,1356999205.0,control,old_page,0
1675,9467022319,1356999205.0,control,old_page,1
1677,9142593807,1356999205.0,control,old_page,0
1673,4421978777,1356999205.0,treatment,new_page,0
1672,3572860702,1356999205.0,treatment,new_page,0
1674,2140490878,1356999205.0,control,old_page,1
1678,548078855,1356999206.0,control,old_page,0
1680,6442467237,1356999208.0,control,old_page,0
1679,6471359988,1356999208.0,control,old_page,0
1681,8943413373,1356999210.0,treatment,new_page,1
1682,8284113598,1356999210.0,treatment,new_page,0
1683,2421619797,1356999210.0,control,old_page,0
1684,8116572897,1356999210.0,treatment,new_page,0
1685,8116572897,1356999211.0,treatment,old_page,0
1686,9156790411,1356999212.0,treatment,new_page,0
1687,7024963819,1356999212.0,control,old_page,1
1688,4447609542,1356999212.0,control,old_page,0
1689,7151506611,1356999212.0,control,old_page,0
1691,3733743553,1356999213.0,control,old_page,1
1690,2320904594,1356999213.0,treatment,new_page,1
1692,9510139464,1356999214.0,treatment,new_page,0
1693,3896070516,1356999215.0,treatment,new_page,0
1694,7462725423,1356999215.0,control,old_page,0
1695,9510139464,1356999215.0,treatment,old_page,0
1696,3923912763,1356999216.0,treatment,new_page,0
1697,155415398,1356999216.0,treatment,new_page,0
1698,318765163,1356999216.0,treatment,new_page,0
1699,8644768174,1356999216.0,control,old_page,0
1702,3429940983,1356999217.0,treatment,new_page,1
1703,8493432566,1356999217.0,control,old_page,1
1700,5307335227,1356999217.0,treatment,new_page,0
1701,8672589993,1356999217.0,treatment,new_page,0
1704,3495961537,1356999218.0,control,old_page,0
1705,5429015565,1356999218.0,control,old_page,0
1706,9284605277,1356999218.0,control,old_page,0
1707,4502048383,1356999218.0,treatment,new_page,0
1708,5314975085,1356999219.0,treatment,new_page,0
1709,6384289879,1356999219.0,treatment,new_page,0
1710,4989352589,1356999219.0,treatment,new_page,0
1711,1121073684,1356999219.0,control,old_page,0
1712,7352595075,1356999219.0,control,old_page,0
1713,4502048383,1356999219.0,treatment,old_page,0
1717,4047286601,1356999221.0,control,old_page,0
1716,204204111,1356999221.0,control,old_page,0
1714,6662570143,1356999221.0,treatment,new_page,0
1715,7482551762,1356999221.0,treatment,new_page,0
1718,7050111215,1356999223.0,control,old_page,1
1719,8790335506,1356999223.0,control,old_page,0
1720,3072648733,1356999224.0,treatment,new_page,0
1721,5240789135,1356999224.0,treatment,new_page,0
1722,2316216968,1356999225.0,treatment,new_page,0
1723,8963756906,1356999226.0,treatment,new_page,0
1724,8991676942,1356999227.0,treatment,new_page,0
1729,5463387601,1356999228.0,control,old_page,0
1730,4016717242,1356999228.0,control,old_page,0
1728,3677575453,1356999228.0,control,old_page,0
1726,3889578115,1356999228.0,treatment,new_page,0
1727,1381956963,1356999228.0,control,old_page,0
1725,6270337920,1356999228.0,treatment,new_page,0
1731,4554105434,1356999229.0,treatment,new_page,0
1732,3567332269,1356999229.0,treatment,new_page,0
1733,2651797575,1356999229.0,treatment,new_page,0
1734,4911679202,1356999230.0,treatment,new_page,0
1735,9635314031,1356999230.0,treatment,new_page,0
1738,369131484,1356999231.0,treatment,new_page,0
1739,7020166263,1356999231.0,control,old_page,0
1736,5235614264,1356999231.0,treatment,new_page,0
1737,3989047392,1356999231.0,treatment,new_page,0
1740,4127745873,1356999232.0,treatment,new_page,0
1741,9647872443,1356999232.0,treatment,new_page,0
1742,6025413719,1356999233.0,control,old_page,0
1743,4000914244,1356999233.0,control,old_page,1
1744,4262936166,1356999234.0,treatment,new_page,0
1745,2119609679,1356999234.0,treatment,new_page,0
1746,5826731955,1356999234.0,control,old_page,0
1747,5660501313,1356999235.0,control,old_page,0
1748,5991902084,1356999236.0,treatment,new_page,0
1749,8283205524,1356999237.0,treatment,new_page,0
1750,911297922,1356999237.0,control,old_page,0
1751,3813288100,1356999238.0,control,old_page,0
1752,4988785435,1356999239.0,treatment,new_page,0
1753,1448801009,1356999240.0,control,old_page,0
1754,9114464791,1356999240.0,control,old_page,0
1755,2987818879,1356999241.0,control,old_page,0
1756,5549722693,1356999242.0,treatment,new_page,1
1757,2034164546,1356999242.0,control,old_page,0
1758,5390830450,1356999242.0,control,old_page,0
1763,8892888927,1356999243.0,treatment,new_page,0
1762,9831689624,1356999243.0,control,old_page,0
1761,7441254316,1356999243.0,treatment,new_page,0
1760,996061594,1356999243.0,treatment,new_page,0
1759,9533117402,1356999243.0,treatment,new_page,0
1764,7816377839,1356999244.0,treatment,new_page,1
1765,8093195679,1356999244.0,treatment,new_page,0
1766,8086491576,1356999244.0,treatment,new_page,0
1767,7373188245,1356999244.0,control,old_page,0
1768,8892888927,1356999244.0,treatment,old_page,0
1769,7459305197,1356999245.0,treatment,new_page,0
1770,7581466252,1356999245.0,control,old_page,0
1771,8470890985,1356999245.0,control,old_page,0
1772,256480284,1356999246.0,treatment,new_page,0
1775,6789862022,1356999248.0,control,old_page,1
1773,9993083805,1356999248.0,treatment,new_page,0
1774,5591402035,1356999248.0,control,old_page,0
1776,9790854186,1356999249.0,treatment,new_page,0
1777,3993435740,1356999250.0,control,old_page,0
1778,5560916113,1356999250.0,control,old_page,0
1779,2514595524,1356999253.0,treatment,new_page,0
1780,1764876365,1356999254.0,control,old_page,0
1781,8324422047,1356999255.0,treatment,new_page,0
1782,2434719603,1356999255.0,treatment,new_page,0
1783,3345983371,1356999255.0,control,old_page,1
1784,260801418,1356999255.0,control,old_page,1
1786,4994032364,1356999256.0,control,old_page,1
1785,9929862460,1356999256.0,treatment,new_page,0
1787,5375411829,1356999257.0,control,old_page,0
1788,6023677208,1356999258.0,control,old_page,0
1789,9087274512,1356999258.0,control,old_page,0
1790,4337606148,1356999258.0,treatment,new_page,0
1791,9367038410,1356999259.0,treatment,new_page,0
1792,4337606148,1356999259.0,treatment,old_page,0
1798,9367038410,1356999260.0,treatment,old_page,0
1797,5900317754,1356999260.0,treatment,new_page,0
1795,235623450,1356999260.0,control,old_page,0
1794,7948937900,1356999260.0,control,old_page,1
1793,2300204525,1356999260.0,treatment,new_page,0
1796,5995059770,1356999260.0,control,old_page,0
1799,91021976,1356999261.0,treatment,new_page,0
1800,1776338608,1356999261.0,treatment,new_page,0
1801,3901547818,1356999261.0,control,old_page,0
1802,5900317754,1356999261.0,treatment,old_page,0
1803,73621455,1356999262.0,control,old_page,1
1804,7192343404,1356999262.0,control,old_page,0
1805,12432840,1356999263.0,treatment,new_page,0
1806,8625663603,1356999263.0,treatment,new_page,0
1807,6903405788,1356999264.0,treatment,new_page,0
1808,8535673483,1356999264.0,control,old_page,0
1809,2253535879,1356999265.0,treatment,new_page,0
1810,3140085458,1356999265.0,control,old_page,0
1811,3545489723,1356999266.0,control,old_page,0
1812,1626447188,1356999268.0,treatment,new_page,0
1813,6445346847,1356999269.0,treatment,new_page,0
1814,9669773735,1356999269.0,treatment,new_page,0
1819,9669773735,1356999270.0,treatment,old_page,0
1818,9011275130,1356999270.0,control,old_page,0
1817,53401338,1356999270.0,control,old_page,0
1816,2329551848,1356999270.0,treatment,new_page,0
1815,1925131090,1356999270.0,treatment,new_page,0
1820,9586108720,1356999271.0,treatment,new_page,0
1821,7275452192,1356999271.0,treatment,new_page,0
1822,5302196348,1356999272.0,treatment,new_page,1
1823,6139075602,1356999272.0,treatment,new_page,0
1824,975300896,1356999272.0,control,old_page,0
1825,8116396174,1356999272.0,control,old_page,0
1826,9514116889,1356999272.0,treatment,new_page,0
1831,9514116889,1356999273.0,treatment,old_page,0
1830,9996046778,1356999273.0,control,old_page,0
1828,8476785962,1356999273.0,treatment,new_page,0
1827,1770031508,1356999273.0,treatment,new_page,1
1829,6251283586,1356999273.0,control,old_page,0
1832,4147733951,1356999274.0,control,old_page,0
1833,7618794788,1356999275.0,control,old_page,0
1834,6477317959,1356999276.0,treatment,new_page,1
1835,387250488,1356999276.0,treatment,new_page,0
1836,7163862651,1356999276.0,control,old_page,0
1838,9510220482,1356999277.0,control,old_page,0
1837,7267894594,1356999277.0,control,old_page,0
1841,4537712408,1356999278.0,treatment,new_page,0
1839,6694712020,1356999278.0,treatment,new_page,0
1840,7518378475,1356999278.0,treatment,new_page,0
1842,1262098379,1356999279.0,control,old_page,0
1843,2536950267,1356999279.0,control,old_page,0
1844,4305412322,1356999280.0,treatment,new_page,0
1845,7250207160,1356999281.0,treatment,new_page,0
1846,5534058975,1356999281.0,control,old_page,0
1847,7799893755,1356999281.0,control,old_page,0
1848,7453976232,1356999281.0,control,old_page,0
1850,3710195872,1356999282.0,treatment,new_page,0
1849,9849208873,1356999282.0,treatment,new_page,0
1851,2582806246,1356999283.0,treatment,new_page,0
1852,4945865939,1356999283.0,treatment,new_page,0
1853,7339826962,1356999283.0,control,old_page,0
1854,7579745334,1356999284.0,treatment,new_page,0
1855,4768329062,1356999285.0,treatment,new_page,0
1856,6456874921,1356999285.0,control,old_page,0
1857,5002580148,1356999285.0,control,old_page,0
1858,3774018767,1356999285.0,control,old_page,0
1862,5602283385,1356999286.0,control,old_page,0
1861,7493742888,1356999286.0,control,old_page,1
1863,574260792,1356999286.0,control,old_page,0
1859,4588305438,1356999286.0,treatment,new_page,0
1860,2778392236,1356999286.0,treatment,new_page,0
1864,7777517161,1356999286.0,control,old_page,0
1869,7573828327,1356999287.0,control,old_page,0
1868,4598078406,1356999287.0,control,old_page,0
1866,7203098983,1356999287.0,treatment,new_page,0
1867,1770234692,1356999287.0,control,old_page,0
1865,1955821794,1356999287.0,treatment,new_page,0
1870,7877323008,1356999288.0,treatment,new_page,0
1871,6187954461,1356999289.0,treatment,new_page,0
1872,6869912283,1356999290.0,treatment,new_page,0
1873,8035293154,1356999290.0,treatment,new_page,1
1874,5085064739,1356999290.0,control,old_page,0
1875,5230764765,1356999290.0,control,old_page,0
1876,7133860295,1356999290.0,control,old_page,0
1877,1758374877,1356999291.0,treatment,new_page,0
1880,4344976614,1356999292.0,control,old_page,1
1878,9359508750,1356999292.0,control,old_page,0
1879,649616965,1356999292.0,control,old_page,0
1881,190354288,1356999294.0,treatment,new_page,0
1882,8548201844,1356999295.0,control,old_page,0
1883,190354288,1356999295.0,treatment,old_page,0
1887,9361125475,1356999296.0,control,old_page,0
1884,2821231179,1356999296.0,treatment,new_page,0
1885,937539465,1356999296.0,control,old_page,0
1886,2922602657,1356999296.0,control,old_page,0
1888,3643393116,1356999298.0,treatment,new_page,0
1889,8946272293,1356999299.0,control,old_page,0
1890,8191069902,1356999300.0,treatment,new_page,1
1891,3100092295,1356999301.0,treatment,new_page,0
1892,9494414453,1356999302.0,treatment,new_page,0
1893,5715432563,1356999302.0,treatment,new_page,0
1894,3100092295,1356999302.0,treatment,old_page,0
1895,5715432563,1356999303.0,treatment,old_page,0
1896,4299792123,1356999304.0,treatment,new_page,0
1897,9793011721,1356999304.0,treatment,new_page,0
1898,6122502352,1356999304.0,treatment,new_page,0
1899,5204951377,1356999304.0,control,old_page,0
1901,7186506356,1356999305.0,control,old_page,0
1900,3016771204,1356999305.0,treatment,new_page,0
1902,9872664439,1356999306.0,treatment,new_page,0
1903,2210137898,1356999306.0,control,old_page,0
1904,9671163647,1356999307.0,control,old_page,0
1905,7683290886,1356999308.0,control,old_page,0
1906,3170106297,1356999308.0,control,old_page,0
1907,616812364,1356999308.0,control,old_page,1
1908,2974675999,1356999309.0,treatment,new_page,0
1909,8166711787,1356999310.0,treatment,new_page,1
1914,3055898570,1356999311.0,control,old_page,0
1912,2816857395,1356999311.0,control,old_page,0
1913,9322112009,1356999311.0,control,old_page,0
1910,7808226738,1356999311.0,treatment,new_page,0
1911,8855170719,1356999311.0,treatment,new_page,0
1915,4318096950,1356999312.0,treatment,new_page,1
1916,6582444240,1356999312.0,treatment,new_page,0
1917,4069083310,1356999312.0,control,old_page,1
1918,7831149797,1356999312.0,control,old_page,0
1919,6603836841,1356999312.0,control,old_page,0
1920,3439119833,1356999313.0,treatment,new_page,0
1923,5627338546,1356999314.0,control,old_page,0
1921,6172085050,1356999314.0,treatment,new_page,0
1922,3134726533,1356999314.0,control,old_page,0
1926,554717623,1356999315.0,control,old_page,0
1925,2024837434,1356999315.0,treatment,new_page,0
1924,7547899433,1356999315.0,treatment,new_page,0
1927,9421220704,1356999316.0,control,old_page,0
1928,8209361064,1356999317.0,treatment,new_page,0
1929,457537631,1356999317.0,control,old_page,0
